source_path	classification	destination	sha256	rationale
supabase/migrations/20260712175405_phase58_go_chain_selector_v2.sql	retain	supabase/migrations/20260712175405_phase58_go_chain_selector_v2.sql	b8b486f1503e21f1854919fb0b9893c6f516a96b97bf784b1d4dfbd291eecb62	immutable baseline retained byte-for-byte
supabase/migrations/20260712190338_phase58_go_chain_selector_v2_bigint_overflow_repair.sql	retain	supabase/migrations/20260712190338_phase58_go_chain_selector_v2_bigint_overflow_repair.sql	3b12c91703ba5231a0c1c05e7ea7d7a8dceeb0dd8629e05ae10c1c29c0c23f24	immutable baseline retained byte-for-byte
supabase/migrations/20260719212914_post_phase58_ranked_practice_claim_idempotence.sql	retain	supabase/migrations/20260719212914_post_phase58_ranked_practice_claim_idempotence.sql	07884cc5129f8f3b99c6d524aa4751bee59ff9823b6133d91b798125853eba3f	immutable baseline retained byte-for-byte
supabase/migrations/20260724221000_amordle_authoritative_word_catalog.sql	retain	supabase/migrations/20260724221000_amordle_authoritative_word_catalog.sql	02fce23b77b6d0839fbbf958653cb23c805ed7f7aff3976ba20ccb2d87a246a2	immutable baseline retained byte-for-byte
supabase/migrations/20260724222000_amordle_authoritative_combat_v2.sql	retain	supabase/migrations/20260724222000_amordle_authoritative_combat_v2.sql	7943f43efa3f5e7894974dce8454c7815f3eea6e062a9366ce7b31a84ade3767	immutable baseline retained byte-for-byte
supabase/migrations/20260724223000_amordle_live_spectator_privacy_v3.sql	retain	supabase/migrations/20260724223000_amordle_live_spectator_privacy_v3.sql	52d204250852bb11720cc1cbcdc5c7b1dcb4355cc04b7c410c85cd47fa4b3398	immutable baseline retained byte-for-byte
tests/browser/KeyboardLab.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/KeyboardLab.tsx	a0c172844a47b745877616760a4d66158eb6170daf00d93d19fa878fbefa386d	rejected application, test, fixture, API, visual, or governance evidence
tests/browser/admin-preview-states.test.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/admin-preview-states.test.tsx	ae8b1b49b72dc17223cc29fdb237a4b4731b1afe42386e81b8c385407a2c782f	rejected application, test, fixture, API, visual, or governance evidence
tests/browser/combat-preview-components.test.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/combat-preview-components.test.tsx	9663fd5cbd638395012623add9d2bb8da258d3d6e91c42040c624199b44122e7	rejected application, test, fixture, API, visual, or governance evidence
tests/browser/concept-coverage.test.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/concept-coverage.test.tsx	750ed01d40a787f55ea825bf23e2994906e6392bcf2ddeef9faa1b35b3e54ad5	rejected application, test, fixture, API, visual, or governance evidence
tests/browser/game-ui.test.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/game-ui.test.tsx	95707594c77a71f26cc3d9a0f1dd141b9bc5125764a13d561927fda1e22a6715	rejected application, test, fixture, API, visual, or governance evidence
tests/browser/notification-center.test.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/notification-center.test.tsx	049a9e8bab135f7774cdc654b77d8b2defb0d28fd158a9ab5f683da4c8f10933	rejected application, test, fixture, API, visual, or governance evidence
tests/browser/runtime-status.test.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/runtime-status.test.tsx	4ed1b86d8bdc6270b0b8491b2c43211e75357220af0734935372807580a1c50c	rejected application, test, fixture, API, visual, or governance evidence
tests/browser/setup.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/setup.ts	91a3c8962a0edcb956206a501d943fe99e1c78c6d4d8b5c9a948a3362c75978c	rejected application, test, fixture, API, visual, or governance evidence
tests/browser/supporting-ui.test.tsx	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/browser/supporting-ui.test.tsx	1f14d03b08ede57c4e7d2c48baadf2cd23577a518fb529ca9675505058ed641b	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/account-hydration.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/account-hydration.test.ts	7afd92e82af4c8f8de1b3889d00f6c783fbcf66677bc3769df07f69eb8daf84c	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/account-repository.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/account-repository.test.ts	2e6443fe4369c2c379be93f8c52e44557a9491a4fb7035e31353c7b96f2a7ff3	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/auth-service.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/auth-service.test.ts	25983b2ff8b9ff20147cbed36b816425f8fdd089a0c15e50a66b52fa1f485bcf	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/authoritative-combat-repository.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/authoritative-combat-repository.test.ts	66ce105bf77e40e79bb6b3f5a1786a26bac9cfc868bf29d5734bd39724d18763	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/combat-command-failure.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/combat-command-failure.test.ts	84777dadd2b8ada18e5adbdfb67087c98f396f7e9effc656944dfaa3dd1f89f9	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/combat-history.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/combat-history.test.ts	a2f3426b01050299c324a6cef97773191b61a635a390aab4e3f7765218a893d1	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/combat-live-repository.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/combat-live-repository.test.ts	3c6e60a2862ecd828eb3829bd60ced7cdbdcd33c73c36ae05719e46282f86c3b	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/combat-preview-projections.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/combat-preview-projections.test.ts	9986d2c30e42894151657c76c2ac33ebed2fe10ba2f16cb802cdea673f7dac88	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/combat-preview-repository.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/combat-preview-repository.test.ts	31e4fb63ebee0b1923e02d572bad4d38e941c6ecb5167c8ebcfb90b3aa2c1723	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/combat.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/combat.test.ts	02a944ea1b569ec5fe49a9aa70a5048bfbde9b21456925714e41ff7975751e3e	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/durable-coordinators.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/durable-coordinators.test.ts	63a79582b8f03a90ab8c3410f60bd79941e103fafc928bf9023ea8e40d5803c0	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/economy-progression.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/economy-progression.test.ts	d1429528bf05eabbbd1a42640e11a847745fa175ca401067cdee565db4fe5b13	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/game.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/game.test.ts	14f9665af4bceefb1f0f4be04b3619c14bc630779f988d5e4e0afb5291f7bed3	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/go-daily.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/go-daily.test.ts	a54ac64b36e9d798beedf065affb0607be9cb8b581fe4766688f20a6f6b64882	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/identity-transition-machine.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/identity-transition-machine.test.ts	a736f20f7188f9dc5d697e39a93028354a95089b9c55388e871da28dc1756a14	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/keyboard-model.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/keyboard-model.test.ts	356c643851bb17a45316b3f14066e1b7339c96b8cbe340e9ff930877401ebf8a	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/legacy-go-restart-coordinator.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/legacy-go-restart-coordinator.test.ts	026e2e2146774c9670a62fa328d582488a73447374cd6e2e1df5eb3d6d1b6964	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/notifications.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/notifications.test.ts	537b8f7d72c2626252ca330dd02ca3df2a952b30bcd8a1357131804f68d89bfa	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/pending-daily-lobby.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/pending-daily-lobby.test.ts	ce9c56e1a78a87e3a9843d82663d2c73fe0e633299053523e48ba258ba177e10	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/pending-practice-lobby.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/pending-practice-lobby.test.ts	4e215fe0eff1e33ec4426b1b58d467a488c5c5b48672caa7949735dda5d37bee	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/pending-ranked-daily.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/pending-ranked-daily.test.ts	7a9331300046dc032f39b9cf5e2aeee5005d3d8a05f89b291f7ad7c5b906b8a1	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/pending-ranked-practice.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/pending-ranked-practice.test.ts	03881eb20a67aecbbc6cbda195a59de30b5f1ff3dca1d175f0db4bbf949e2fef	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/persistence.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/persistence.test.ts	102999e66131c0965de7ead3dab981ec1327c70380ed2568b1816d4b8c5b43bf	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/postgres-timestamp.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/postgres-timestamp.test.ts	734b3796352387d8f73865e4197ffe6f067c6769d4208574aae2668ebd5d702c	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/practice-combat-preview.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/practice-combat-preview.test.ts	42c22e436b92f75eb76b559d0c56307ad73d0ab5ef72d479eb9d43031a6e3a45	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/practice-combat-transport.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/practice-combat-transport.test.ts	0ca6ef40417e23df9da15ba187b44c7ac1a9da3883000fd6dc8699a6fb33d99c	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/public-projections.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/public-projections.test.ts	35ebbef52b694e0d27c3cd38b1036cb6a02c081cfc938fda91e1e7693963e870	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/solo-cloud-reconciliation.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/solo-cloud-reconciliation.test.ts	4355741a6566f68d378fb757c84bbbdee3766d33e3951e205e2bc777d460b969	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/solo-consumable-intent.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/solo-consumable-intent.test.ts	7eb097db86b3a4eb11f8a604a2cc16e9369d7a97b61363bd05b734ea2c2f36d9	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/solo-continuation-intent.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/solo-continuation-intent.test.ts	07e6a8e3bee4ee5383127d92b7de87ebe602b5018104575c93ec526852615afc	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/solo-launch.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/solo-launch.test.ts	906d7506755399a8190fd9ecd34a36b661703aecb35f37ae4335885da37d1c60	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/solo-results.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/solo-results.test.ts	ff3b9d187d4e21300483d125eb7cf1866d986c5cebe2472dd945661ac6ddbd8c	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/solo-session-persistence.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/solo-session-persistence.test.ts	9cb5c1d5ecfb5ffaabe24d2db9d1c225b743d8535f1fb7629c926ad890cfa0f4	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/sound.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/sound.test.ts	2844e843b7e78b80845dde88fa3aa5aa82015ce4014c9898762db2c66a0e8046	rejected application, test, fixture, API, visual, or governance evidence
tests/domain/words.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/domain/words.test.ts	8cfc47ffa33a275b065a19da590e6c4c2f498195b9d65b4166da9036f1e051b3	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/fixture.checkpoint-2-support.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/fixture.checkpoint-2-support.spec.ts	8d42f14b7a9345b97661542f762d8a56cc4ed0152d47818e11a13fa9a3ee7d39	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/fixture.navigation.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/fixture.navigation.spec.ts	22fbfeb46562297f3796b73a43f0840027dc1f251a132e275c23cad5d7892dca	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/fixture.product-state.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/fixture.product-state.spec.ts	872ec8e7ba7e90e7f814e2a3f0fc12b1e6b65aa4f16024e2077d0241564d083b	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/protected-preview-global-setup.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/protected-preview-global-setup.ts	0d2fafeba9f690ea3da741463845e135d38bd7ccfdfedc57fd85ea2586a5f0d9	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/protected-preview.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/protected-preview.ts	09e4bcb11b8fac04589e9983d11b01004cdd3c81cc58b90c19b945a9aee07fee	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/services.account-profile-practice-ui.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/services.account-profile-practice-ui.spec.ts	ab906658c55c6486751541575fc86dbf8fb587b3a5cfc29ed30879cbc32cbe44	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/services.amordle.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/services.amordle.spec.ts	ec77415bf44f614eec320291827316c4612c85e99c70a8dd4d49aa13c242c438	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/services.authoritative-combat-v2.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/services.authoritative-combat-v2.spec.ts	882ed03ef5c02dd37f91da517262e4c4bcd6869e68007b794bc2d500acbb09ad	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/services.hosted.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/services.hosted.spec.ts	3c66a3952d0f2b5cc4a81d3c5ebf925d3f60ed8a5bf88da161e1768c8aa39a67	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/services.mobile-calendar-daily.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/services.mobile-calendar-daily.spec.ts	cd3bbbf88a2bff422980a8c0fa9bfbc89e02d60f55a4cb1144671df0c4109cb9	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/services.multiplayer-parity-ui.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/services.multiplayer-parity-ui.spec.ts	a5daedf204a728c76880a9a0cc5066606bf7ca2863800327d78c55a89174a053	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/services.practice-combat.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/services.practice-combat.spec.ts	d54ff3875c6bf3f4a9ff5c757a08a894fc203ed9ec692540acf7684bf39a7ceb	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/visual.checkpoint-2.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/visual.checkpoint-2.spec.ts	cc2be2d7ef714725915b6fc46b200e2841bb9e0d6ecf317652e7591751b25e0e	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/visual.gallery.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/visual.gallery.spec.ts	cba27649ffdacc894771d8ecb0ce50c11f6b561b67ba5beae4843b2d325f3af4	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/visual.keyboard.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/visual.keyboard.spec.ts	aac782810aa5b416236bf2ad00596e1b17072c803854beaa6d154a46d85c1a4b	rejected application, test, fixture, API, visual, or governance evidence
tests/e2e/visual.shell-parity.spec.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/e2e/visual.shell-parity.spec.ts	482b5b46dfba8c3fa22dd896d3446e3e871e3622f6720b41fc7d7b93d64afb52	rejected application, test, fixture, API, visual, or governance evidence
tests/server/api-contract.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/server/api-contract.test.ts	7bd462078801dbc991dddf5eb5b2a6ee68d1dce169e3ca53508a7271a842741e	rejected application, test, fixture, API, visual, or governance evidence
tests/server/manifest-service.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/server/manifest-service.test.ts	0d9e35033119b2c96db5e6cd5b7dfff0c28db240a4097894ec68cb0aeda7f213	rejected application, test, fixture, API, visual, or governance evidence
tests/server/real-service-harness.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/server/real-service-harness.ts	2285123a6a9cde2a7be81ca75d706589f3d695330d27bf8f52027f2b757b4494	rejected application, test, fixture, API, visual, or governance evidence
tests/server/word-list-atomicity.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/server/word-list-atomicity.test.ts	aac6f32e27e1d3bf46b0135d571f0700388969c4f4593f40b40b9a2acaa14f41	rejected application, test, fixture, API, visual, or governance evidence
tests/server/word-list-publication-store.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/server/word-list-publication-store.test.ts	33128e686ce5648ffe1e76330d0ddb84db9a75c87241acdc7e8b1ad65bd224c2	rejected application, test, fixture, API, visual, or governance evidence
tests/server/word-list-validation.test.ts	golden-only	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tests/server/word-list-validation.test.ts	cf0bd74fd4c56831d3a9701c4a2428c421a285d0ab1d3c07174047aae3e4f1db	rejected application, test, fixture, API, visual, or governance evidence
tsconfig.app.json	remove	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tsconfig.app.json	f66d902843ac277b1e7dba24872d387f0bc6b73e9c34d452578c12c4ce2abc5c	obsolete application/build machinery; recovery only
tsconfig.json	remove	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tsconfig.json	e8d6f7b50828db3953e21c7e92584f9206b3cd2551b4012507372afbb7fe9ce3	obsolete application/build machinery; recovery only
tsconfig.node.json	remove	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:tsconfig.node.json	613bc4e67816ba5d2eb952b5f830071fa448f9b77521510fbbbd8bd9d39657a0	obsolete application/build machinery; recovery only
vercel.json	transform	vercel.json	8c2fa5839df146d016b055b092ee4b1a53f320f637fa0d4a3ad93f72a9d765f4	safe template rewritten for clean Next.js bootstrap
vite.config.ts	remove	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:vite.config.ts	efec977356e61055881685e596870e70a8b3adf6dc3c93a612faee8811543e08	obsolete application/build machinery; recovery only
vitest.browser.config.ts	remove	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:vitest.browser.config.ts	8b3e5ac5509ba81f284f799744b6aa89494438e0847b5c6eafcda1af52ec976d	obsolete application/build machinery; recovery only
vitest.config.ts	remove	golden:amordle-pre-terminal-greenfield-golden-2026-07-26:vitest.config.ts	b86123c85403e3306e61efa8cdaeb84f0d0cc39e11d86e6b0e18787b5ac903b3	obsolete application/build machinery; recovery only
